NAMC_ID,NAMC_CODE,tamil_term,namc_term_word,short_definition,definition,section
1859,ZAC1.2,ஆம சூலை,Āma Cūlai,Pain in the flanks,"It is characterized by pain in the flanks due to indigesion, taking more quantity of water, taking more quantity of sweet, bitter and sour. It is explained by increased vali. Amoung the seven udal thathukkal Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affec",Siddha
1860,ZAC1.3,உக்கார சூலை,Ukkāra Cūlai,Muscular growth in the abdoemn and pelvis,"It is characterized by muscular growth develop in the pelvis, abdomen, thorax with burning micturation and giddiness. It is explained by increased vali along with Aẕal. Amoung the seven udal thathukkal Cāram, Cennīr, Ūṉ and Koẕuppu gets affected.",Siddha
1861,ZAC1.4,நிதம்ப சூலை,Nitampacūlai,Muscular growth in the auterus,"It is characterized byulcer, pus collection, and extra growth in the uterus. Pain in the vagina and anus. Swelling in the extremeirtis and face. It is explained by increased vali. Amoung the seven udal thathukkal Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets",Siddha
1862,Z$,அழல் (பித்தம்) நோய்கள்,Aẕal (Pitta) Nōykaḷ,Diseases due listed under Azhal,-,Siddha
1863,Z$1,ஆவுரு பித்தம்,Āvuru Pittam,Pittha aggrevation and delirium,"It is characterized by excessive thirst, cough with expectoration, obesity, increased body temperature, sour taste in the mouth and yellowish discolouration of faeces and urine. Other symptoms like looking steadfast here and there with talking, dancing an",Siddha
1864,Z$2,ஆமில பித்தம்,Āmila Pittam,Aggrevation of pittham and malnutrition and dyspepsia,"It is characterized by blackish discolouration of body, turning the head in a frenzy of excitement, vomiting of the undigested food the next day, the vomit having a sour and bitter taste, feeling of tiredness in the extremities, hiccup and distention o",Siddha
1865,Z$3,உன்மாத பித்தம்,Uṉmāta Pittam,Depressive pyschosis due to aggrevated piththam,"It is characterized by excessive appetite and headache. Sitting always in the same place, being like a dumb person, sleeplessness, dribbling of saliva from the mouth and mental confusion are the other symptoms. Other symptoms like katatonic schizophrenia,",Siddha
1866,Z$4,தமந்த பித்தம்,Tamanta Pittam,Depressive pyschosis due to aggrevated piththam,"It is characterized by dryness of the tongue and yellowish discolouration in the lower part of the tongue are also present. He would be like a dead body and give no response to any call. Frequent thirst, excessive intake of food and maintaining a silent m",Siddha
1867,Z$5,வாத பித்தம்,Vāta Pittam,Vitreous opacity,It is characterized by irritation and burning sensation in the eyes. Vitreous objects will also be seen by the eyes. Lacrimation will also be present in the eyes and the eyes will be in a state of irritable condition. The person will also have sweat all o,Siddha
1868,Z$6,வன்னி பித்தம்,Vaṉṉi Pittam,Gastritis,"It is characterized by pain in the stomach, burning pain will go up to head as a fire, there will be loose motion with blood and mucous, sometimes it will be black in colour, pale body, giddiness and syncope, dyspepsia, burnt condition of the tongue, and",Siddha
1869,Z$7,சிலேட்டும பித்தம்,Cilēṭṭuma Pittam,Aggrevation of pittham due to aiyam,"It is characterized by paleness all over the body with rigour and body pain, getting angry, syncope, mental upset, cough, green discolouration of the eyes, excessive appetite, frequent sneezing and headache will manifest. It is explained by increased Aẕ",Siddha
1870,Z$8,சுரோணித பித்தம்,Curōṇita Pittam,Menopausal arthritis,"It is characterized by pain all over the body and joints get diseased.The pain in the body will be like that of a thorn pricking the body, excessive thirst, weakness of the body, increased headache, mental weakness, vomiting and expectoration will be pres",Siddha
1871,Z$9,விகார பித்தம்,Vikāra Pittam,Aggrevation of pittham and hallucination,"It is characterized by loss of sleep, bitterness in the mouth, unwillingness to speak, inflamed and reddish eyes, pallor on the body, pain and burning sensation in the body, vomiting, syncope, unsteadiness of mind, excessive salivation, dyspepsia a",Siddha
1872,Z$10,விரண பித்தம்,Viraṇa Pittam,Aggrevation of pittham causing wounds and dermatitis,"It is characterized by parasthesia, swelling, itching and ulceration in the body. Bitterness of mouth, irregular pulse (arrythmia), reddish colouration of penis (inflamed penis), awakening from the sleep in fear, and excessive salivation will be present.",Siddha
1873,Z$11,உரத்த பித்த வாதம்,Uratta Pitta Vātam,Purpura,"It is characterized by excess anger, frequent fighting tendencies, making a noise by excessive shouting, frequent diarrhoea, not being able to understand which is good or bad, reddish eyes, sleeplessness and becoming obese day by day. It is explained by i",Siddha
1874,Z$12,இரத்த பித்தம்,Iratta Pittam,Hypertension,"It is characterized by severe cough with expectoration and sputum with blood. The body gets emaciated day by day, lower abdomen goes inward, saliva will be with fleshy smell, body gets weakened, severe pain will be present in the hip region. It is explain",Siddha
1875,Z$13,காச பித்தம்,Kāca Pittam,Pharyngitis,"It is characterized by cough, stomach disturbances, hiccup, vomiting, pain in the whole body, dryness of the body due to excessive body heat, hoarseness of voice, excessive salivation, desire for sweet substances, sorrowfulness and heaviness of chest. It",Siddha
1876,Z$14,சுவாச பித்தம்,Cuvāca Pittam,Bronchitis,"It is characterized by dyspnoea, symptoms of bronchial asthma, abdominal distension, pain all over the body, excessive salivation like a fountain, syncope, dimness of vision, cough with severe chest pain and loss of appetite. It is explained by increased",Siddha
1877,Z$15,செம் பித்தம்,Cem Pittam,Aggrevation of pittham causing haemataemsis and malena,"It is characterized by vomiting, copper metallic taste in the mouth and vomit will be reddish in colour, constipation, stool will be reddish in colour, sweating, syncope, sweat reddish in colour, frequent fear. Body will be reddish like morning sun. It is",Siddha
1878,Z$16,கரும் பித்தம்,Karum Pittam,Aggrevation of pittham associated with black colour vomiting,"It is characterized by lassitude and shivering of the body and head. Other symptoms like headache, sleep following the headache, redness at the edge of eyes, seeing of vitreous objects, body becoming obese due to excess pittha, loss of taste in the tongue",Siddha
1879,Z$17,கரப்பான் பித்தம்,Karappāṉ Pittam,Dermatitis,"It is characterized by itching all over the body with severe pain, eruptions, frequent diarrhoea with a rumbling stomach, cough with tightness of chest, legs becoming weakened, pain and paraesthesia in the hip, body becomes blackened. It is explained",Siddha
1880,Z$18,அசீரண பித்தம்,Acīraṇa Pittam,Indigestion,"It is characterized by heaviness of stomach, loss of appetite, blackish colouration of the body, shivering, constipation, eye sore with lacrimation, headache, rumbling noise in the stomach, pain in the lower abdomen, dyspepsia, weakness in hand",Siddha
1881,Z$19,அருசி பித்தம்,Aruci Pittam,Pitham and dyspepsia,"It is charcterised by tastelessness, refusing to eat, vomiting with stomach disturbance, mental confusion, giddiness and syncope. There will be thickness and loss of sensation at the lower part of the tongue, sleeplessness and burning sensation of the mou",Siddha
1882,Z$20,எரிபித்தம்,Eripittam,Peripheral Neuralgia,"It is characterized by burning sensation present in the lower thigh, sole of both legs, eyes and palms, dryness in both nostrils and ears, numbness in the back and in both legs and hands, burning sensation is unbearable and so the person will very much",Siddha
1883,Z$21,அழல் பித்தம்,Aẕal Pittam,Pittham caused due to increased degradation of five elements of pittha,"It is characterized by pallor of the body and redness at the edge of eyes, hair gets greyed even in a young age, person would act in such a way that he is very intelligent and is a master of several arts and sciences, more involvement in sexual activities",Siddha
1884,Z$22,துடி பித்தம்,Tuṭi Pittam,Palpitation and tremors in the body parts,"It is characterized by twitching all over the body, pallor on the body with central cyanosis, tastelessness, dyspepsia, dyspnoea on running a small distance, dislike of women and frequent quarrelling with everybody will also be present. It is explained",Siddha
1885,Z$23,விட பித்தம்,Viṭa Pittam,Toxicity caused due to aggrevation ofpittham,"It is characterized by tiredness and bedridden, desire to tell about his illness to those whom he meets, toxicity in this disease will go up and down from head to foot, pain present all over the body and he will not be able to eat any food. This disease",Siddha
1886,Z$24,அதிசார பித்தம்,Aticāra Pittam,Diarrohea due to pittha aggrevation,"It is characterized by rumbling noise in the stomach, diarrhoea with pain in the lower abdomen, flatulence of abdomen, pricking pain along the sides of chest or in the rib area, and pain in joint. Burning sensation and pricking pain will be present in the",Siddha
1887,Z$25,மூல பித்தம்,Mūla Pittam,Haemorroids due to pittha aggrevation,"It is characterized by noisy diarrhoea, mental depression and anger, mental confusion, there will be a projected pile mass in the anal cavity, pain present in lower thigh, pallor of body, irritation in the eyes, anasarca, and excess sleep with a lazy feel",Siddha
1888,Z$26,முதிர் பித்தம்,Mutir Pittam,Aggrevation of pittham and vesiculation,"It is characterized by small vesicles all over the body as that of smallpox. Ulcer will form on burst openings of vesicles. The whole body will become yellowish in colour, urine and faeces will be decreased, the pulse will be very faintly pronounced. It",Siddha
1889,Z$27,கண்ட பித்தம்,Kaṇṭa Pittam,Laryngitis,"It is characterised by vomiting with bitter taste, at that time the throat and neck will be in severe pain, throat will be watery, tongue will be dry, a roaring noise will be heard in the ear.Tonic fits will occur. It is explained by increased Aẕal. A",Siddha
1890,Z$28,ஓடு பித்தம்,ōṭu Pittam,Szhcriphernia,"It is characterized by twitching of eyes, shouting in anger, roaring, dancing, excited looks, aggressively opposing others are the other symptoms similar to that of madness which are present in this disease, the patient will run here and there like a mad",Siddha
1891,Z$29,மூடு பித்தம்,Mūṭu Pittam,Psychosis,"It is characterized by symptoms resemble that of schizophrenia, the patient will bury the available gold ornaments in different places, he will always talk ill of others whenever he sees other persons, muttering is another character of the disease, h",Siddha
1892,Z$30,நடுக்கு பித்தம்,Naṭukku Pittam,Aggrevation of pittham causing tremors,"It is characterized by bitter tasting vomiting, cough, sleeplessness, excessive salivation and dribbling of saliva over the chest. The head, forehead, back of the head and spine will feel hot with shivering. It is explained by increased Aẕal and vali. A",Siddha
1893,Z$31,கபால பித்தம்,Kapāla Pittam,Pain in the cranium and face,"It is characterized by piercing headache, tremors in the head, pain all over the body with shivering, yellowish discolouration of the body, pain over the nasal bridge, swelling on the face, syncope, not being able to lie in bed. It is explained by increas",Siddha
