,NAMC_ID,NAMC_CODE,NAMC_term,NAMC__term_diacritical,NAMC__term_DEVANAGARI,short_definition,long_definition,ontology_branches,section
2282,2359,PA-36,SAVISHA-BUMISPARSANAM,saviṣa-bhūmisparśanam,सविष-भूमिस्पर्शनम्,poisoning-soil ,oedema burning sensation loss of body hairs loss of nails burning sensation itching pain vomiting syncope/attacks of swooning fever confusion/delirium headache,,Ayurveda
2283,2360,PA-37,VISHADUSHTA-ANILASPARSAH,viṣaduṣṭa-anilasparśaḥ,विषदुष्ट-अनिलस्पर्शः,poisoning-air ,"birds fall on earth due to fatigue cough cold, catarrh headache severe form of eye diseases cold air in summer hot air in winter giddiness or dizziness syncope/attacks of swooning",,Ayurveda
2284,2361,PB,VISHAVEGAH,viṣavēgaḥ,विषवेगः,stages of poisoning ,pain pricking pain,,Ayurveda
2285,2362,PB-1,PRATHAMA-VISHAVEGAH,prathama-viṣavēgaḥ,प्रथम-विषवेगः,first stage of poisoning ,thirst confusion/delirium tenderness or intolerance to be touched in teeth/ dental hyperasthesia excessive salivation vomiting exhaustion without exertion,,Ayurveda
2286,2363,PB-2,DVITIYA-VISHAVEGAH,dvitīya-viṣavēgaḥ,द्वितीय-विषवेगः,second stage of poisoning ,discolouration giddiness or dizziness shivering/tremors syncope/attacks of swooning yawning tingling sensation in limbs black outs,,Ayurveda
2287,2364,PB-3,TRUTIYA-VISHAVEGAH,tr̥tīya-viṣavēgaḥ,तृतीय-विषवेगः,third stage of poisoning ,circular eruptions itching oedema wheal like skin eruptions,,Ayurveda
2288,2365,PB-4,CATURTHA-VISHAVEGAH,caturtha-viṣavēgaḥ,चतुर्थ-विषवेगः,fourth stage of poisoning ,burning sensation vomiting pain in the limbs syncope/attacks of swooning,,Ayurveda
2289,2366,PB-5,PANCAMA-VISHAVEGAH,pañcama-viṣavēgaḥ,पञ्चम-विषवेगः,fifth stage of poisoning ,blue vision or dark vision etc.,,Ayurveda
2290,2367,PB-6,SHASHTHA-VISHAVEGAH,ṣaṣṭha-viṣavēgaḥ,षष्ठ-विषवेगः,sixth stage of poisoning ,hiccup,,Ayurveda
2291,2368,PB-7,SAPTAMA-VISHAVEGAH,saptama-viṣavēgaḥ,सप्तम-विषवेगः,seventh of poisoning ,paralysis of the muscles in the shoulder girdle,,Ayurveda
2292,2369,PC,STHAVARAVISHAH,sthāvaraviṣaḥ,स्थावरविषः,plant-poisons ,fever hiccup tenderness or intolerance to be touched in teeth/ dental hyperasthesia choking sensation in throat frothy vomiting tastelessness breathlessness/difficult breathing syncope/attacks of swooning,,Ayurveda
2293,2370,PC-1,MULAVISHAH,mūlaviṣaḥ,मूलविषः,root poison ,pains/ convulsive movements of limbs excess talking/irrelevant speech/incoherent speech confusion/delirium,,Ayurveda
2294,2371,PC-2,PATRA-VISHAH,patra-viṣaḥ,पत्र-विषः,leaf poison ,yawning convulsive movements of body breathlessness/difficult breathing,,Ayurveda
2295,2372,PC-3,PALA-VISHAH,phala-viṣaḥ,फल-विषः,fruit poison ,scrotal oedema burning sensation aversion to food,,Ayurveda
2296,2374,PC-4,PUSHPA-VISHAH,puṣpa-viṣaḥ,पुष्प-विषः,flower poison ,vomiting abdominal distension confusion/delirium,,Ayurveda
2297,2375,PC-5,TVAKA-VISHAH,tvaka-viṣaḥ,त्वक-विषः,bark poison ,halitosis roughness/dryness headache secretion of mucus,,Ayurveda
2298,2376,PC-6,SARA-VISHAH,sāra-viṣaḥ,सार-विषः,pith poison ,halitosis roughness/dryness headache secretion of mucus,,Ayurveda
2299,2377,PC-7,NIRYASA-VISHAH,niryāsa-viṣaḥ,निर्यास-विषः,gum poison ,halitosis roughness/dryness headache secretion of mucus,,Ayurveda
2300,2378,PC-8,KSHIRA-VISHAH,kṣīra-viṣaḥ,क्षीर-विषः,latex poison ,frothing from mouth altered stools/ loose motions heaviness of the tongue,,Ayurveda
2301,2379,PC-9,DHATU-VISHAH,dhātu-viṣaḥ,धातु-विषः,mineral poison ,precordial pain/cardiac pain syncope/attacks of swooning burning sensation in palate,,Ayurveda
2302,2380,PC-10,KANDA-VISHAH,kanda-viṣaḥ,कन्द-विषः,rhyzome poison ,strong/ sharp in action,,Ayurveda
2303,2381,PC-10.1,KALAKUTAVISHAH,kālakūṭaviṣaḥ,कालकूटविषः, kālakūṭa poisoning ,loss of tactile sensation shivering/tremors rigidity/stiffness,,Ayurveda
2304,2382,PC-10.2,VATSANABAVISHAH,vatsanābhaviṣaḥ,वत्सनाभविषः,aconitum poisoning ,stiffness of neck yellowish stools yellowish urine yellowish eyes,,Ayurveda
2305,2383,PC-10.3,SARSHAPAVISHAH,sarṣapaviṣaḥ,सर्षपविषः,excessive intake of mustard , derangement/impairment of vāta barborygmus with distention glandular swellings,,Ayurveda
2306,2384,PC-10.4,PALAKAVISHAH,pālakaviṣaḥ,पालकविषः,spina poisoning ,weakness of neck impediment of speech/ dysphasia,,Ayurveda
2307,2385,PC-10.5,VAIRATAKAVISHAH,vairāṭakaviṣaḥ,वैराटकविषः, vairāṭaka poisoning ,body pain diseases of head,,Ayurveda
2308,2386,PC-10.6,MUSTAKAVISHAH,mustakaviṣaḥ,मुस्तकविषः, mustaka poisoning ,stiffness of body parts shivering/tremors,,Ayurveda
2309,2387,PC-10.7,SRUNGIVISHAH,śr̥ṅgīviṣaḥ,शृङ्गीविषः, śr̥ṅgī poisoning ,exhaustion or tirednes to body / inability to perform physical activities burning sensation of body enlargement of the abdomen,,Ayurveda
2310,2388,PC-10.8,PUNDARIKAVISHAH,puṇḍarīkaviṣaḥ,पुण्डरीकविषः,sugarcane poisoning ,redness of eyes enlargement of the abdomen,,Ayurveda
2311,2389,PC-10.9,MULAKAVISHAH,mūlakaviṣaḥ,मूलकविषः, mūlaka poisoning ,discolouration vomiting hiccup oedema semiconsciousness or stupifaction,,Ayurveda
2312,2390,PC-10.10,HALAHALAVISHAH,halāhalaviṣaḥ,हलाहलविषः, hālāhala poisoning ,prolonged expiration bluish black colour,,Ayurveda
2313,2391,PC-10.11,MAHAVISHA-KANDAVISHAH,mahāviṣa-kandaviṣaḥ,महाविष-कन्दविषः, mahāviśa poisoning ,nodules in heart severe pain,,Ayurveda
2314,2392,PC-10.12,KARKATAKAVISHAH,karkaṭakaviṣaḥ,कर्कटकविषः, karkaṭaka poisoning ,"falling from height laughs, gnashes-grind one's teeth",,Ayurveda
2315,2393,PC-11,STHAVARAVISHAVEGA,sthāvaraviṣavēga,स्थावरविषवेग,stages of plant poisoning ,,,Ayurveda
2316,2394,PC-11.1,STHAVARA-PRATHAMA-VISHAVEGAH,sthāvara-prathama-viṣavēgaḥ,स्थावर-प्रथम-विषवेगः,first stage of plant poisoning ,blackish tongue stiff tongue syncope/attacks of swooning breathlessness/difficult breathing stiffness of tongue fear exhaustion without exertion vomiting,,Ayurveda
2317,2395,PC-11.2,STHAVARA-DVITIYA-VISHAVEGAH,sthāvara-dvitīya-viṣavēgaḥ,स्थावर-द्वितीय-विषवेगः,second stage of plant poisoning ,shivering/tremors exhaustion or tirednes of body burning sensation pain in the throat poison reaches the stomach it causes pain in the region of the heart,,Ayurveda
2318,2396,PC-11.3,STHAVARA-TRUTIYA/VISHAVEGAH,sthāvara-tr̥tīya/viṣavēgaḥ,स्थावर-तृतीय/विषवेगः,third stage of plant poisoning ,dryness of palate colicky pain in epigastric region eyes become discoloured eyes become greenish eyes become swollen weakness in eyes,,Ayurveda
2319,2397,PC-11.4,STHAVARA-CATURTHA/VISHAVEGAH,sthāvara-caturtha/viṣavēgaḥ,स्थावर-चतुर्थ/विषवेगः,fourth stage of plant poisoning ,pain in rectum pricking pain in stomach hiccup cough barborygmus/ gurgling sound of intestines heaviness of head,,Ayurveda
2320,2398,PC-11.5,STHAVARA-PANCAMA-VISHAVEGAH,sthāvara-pañcama-viṣavēgaḥ,स्थावर-पञ्चम-विषवेगः,fifth stage of plant poisoning ,mucoid expectoration discolouration breaking type of pain in small joints vitiation of all dōṣa pain in rectum,,Ayurveda
2321,2399,PC-11.6,STHAVARA-SHASHTHA-VISHAVEGAH,sthāvara-ṣaṣṭha-viṣavēgaḥ,स्थावर-षष्ठ-विषवेगः,sixth stage of plant poisoning ,loss of conciousness severe diarrhoea,,Ayurveda
2322,2400,PC-11.7,STHAVARA-SAPTAMA-VISHAVEGAH,sthāvara-saptama-viṣavēgaḥ,स्थावर-सप्तम-विषवेगः,seventh of plant poisoning ,breaking sensation of shoulders/drooping of shoulders paralysis of the muscles in back breaking sensation of waist difficult respiration death,,Ayurveda
2323,2401,PD,DUSHIVISHAH/KRUTRIMAVISHAH,dūṣīviṣaḥ/kr̥trimaviṣaḥ,दूषीविषः/कृत्रिमविषः,artificial poison ,loose stools change in normal complexion foul odour from mouth altered taste in the mouth thirst syncope/attacks of swooning vomiting stuttering/ stammmering sadness/depression features of dūṣya udara loss of hairs from all parts of the body sense of intoxication after meal indigestion tastelessness circular eruptions wheal like skin eruptions confusion/delirium diminution of dhatu/ emaciation pedal oedema swelling in hands swelling of mouth clinical features of dakōdar diarrhoea discolouration clinical features of viṣamajvara excessive thirst insanity barborygmus with distention loss of śukra stuttering/ stammmering skin diseases red colored clinical features of kiṭibha leads to death oedema pallor haemorrhoids extreme wasting of muscles/diminution of muscle mass breathlessness/difficult breathing abdominal swelling fever,,Ayurveda
2324,2402,PD-1,DUSHIVISHAPURVARUPA,dūṣīviṣapūrvarupa,दूषीविषपूर्वरुप,premonitors of dūṣīviṣa ,sleep heaviness of the body yawning a sense of looseness of the joints horripilation generalised bodyache,,Ayurveda
2325,2403,PD-2,DUSHIVISHA/KITADASHTAH,dūṣīviṣa/kīṭadaṣṭaḥ,दूषीविष/कीटदष्टः,dūṣīviṣa -insect ,blackish discoloration blackish discoloration appearance of web of vessels burnt apperance quick suppuration moistening / soddening oedema fever elevated,,Ayurveda
2326,2404,PD-3,DUSHIVISHA/LUTADASHTAH,dūṣīviṣa/lūtādaṣṭaḥ,दूषीविष/लूतादष्टः,dūṣīviṣa -arachnidism ,,,Ayurveda
2327,2405,PD-4,PAKVASAYASTHA-DUSHIVISHAM,pakvāśayastha-dūṣīviṣam,पक्वाशयस्थ-दूषीविषम्,dūṣīviṣa -lower bowel ,vātapitta disorders hairs fall down from head and body individual looks like a bird that has withered wings,,Ayurveda
2328,2406,PD-5,DHATUGATA-DUSHIVISHAM,dhātugata-dūṣīviṣam,धातुगत-दूषीविषम्,dūṣīviṣa -dhātu ,"produces ailments due to involvement of the dhātus.e.g., rasa -aversion to food, anorexia etc",,Ayurveda
2329,2407,PD-6,ASADHYA-DUSHIVISHAH,asādhya-dūṣīviṣaḥ,असाध्य-दूषीविषः,irremediable dūṣīviṣa ,,,Ayurveda
2330,2408,PD-7,DUSHIVISHOPADRAVAH,dūṣīviṣōpadravaḥ,दूषीविषोपद्रवः,complications of dūṣīviṣa ,fever burning sensation hiccup barborygmus with distention loss of śukra/ semen oedema diarrhoea syncope/attacks of swooning diseases of heart abdominal distention insanity shivering/tremors,,Ayurveda
2331,2409,PE,JANGAMAVISHAH,jaṅgamaviṣaḥ,जङ्गमविषः,animal poison ,sleep drowsiness/lassitude exhaustion without exertion burning sensation inflammation/suppuration horripilation odema diarrhoea indigestion,,Ayurveda
2332,2410,PE-1,SARPAVISHAH,sarpaviṣaḥ,सर्पविषः,snake venom poisoning ,,,Ayurveda
2333,2411,PE-1.1,SARPADASHTAH,sarpadaṣṭaḥ,सर्पदष्टः,snakebite poisoning ,,,Ayurveda
2334,2412,PE-1.1.1,SARPITA-DASHTAH,sarpita-daṣṭaḥ,सर्पित-दष्टः,sarpita type of snakebite ,compact beak like ring mark causes deformity minute associated with swelling,,Ayurveda
2335,2413,PE-1.1.2,RADITA/RUDITA-DASHTAH,radita/rudita-daṣṭaḥ,रदित/रुदित-दष्टः,radita type of snakebite ,bitten part is marked by reddish lines bitten part is marked by bluish lines bitten part is marked by yellowish lines bitten part is marked by white lines less venomous,,Ayurveda
2336,2414,PE-1.1.3,NIRVISHA-DASHTAH,nirviṣa-daṣṭaḥ,निर्विष-दष्टः,non-poisonous-snakebite ,Absence of swelling presence of slightly vitiated blood victim is perfectly normal one or more fang marks on the bitten spot,,Ayurveda
2337,2415,PE-1.2,DARVIKARA-SARPAVISHAH,darvīkara-sarpaviṣaḥ,दर्वीकर-सर्पविषः, darvīkara type of snake poison ,blackish skin blackish eyes blackish nails blackish teeth blackish face blackish urine blackish feces blackish bite site dryness heaviness of head pain in joints weakness of lowback weakness of back weakness of neck yawning shivering/tremors sunken voice making ghhurghur sound dullness/ frigidity/inactiveness dry eructations cough breathlessness/difficult breathing hiccup upward movement of vāyu colicky pain in the abdomen convulsive movements of body thirst salivation frothy vomiting blocking of srōtas/ channels pain of vāta origin,,Ayurveda
2338,2416,PE-1.2.1,DARVIKARASARPAVISHAVEGA,darvīkarasarpaviṣavēga,दर्वीकरसर्पविषवेग,stages of darvikara snake poison ,,,Ayurveda
2339,2417,PE-1.2.1.1,DARVIKARASARPAVISHA-PRATHAMAVISHAVEGAH,darvīkarasarpaviṣa-prathamaviṣavēgaḥ,दर्वीकरसर्पविष-प्रथमविषवेगः,first stage of darvikara snake poison ,blood turns to black darkness of body/ face feeling of moving of ants on body,,Ayurveda
2340,2418,PE-1.2.1.2,DARVIKARASARPAVISHA-DVITIYAVISHAVEGAH,darvīkarasarpaviṣa-dvitīyaviṣavēgaḥ,दर्वीकरसर्पविष-द्वितीयविषवेगः,second stage of darvikara snake poison ,excessively blackness of bodyparts oedema nodular swelling,,Ayurveda
2341,2419,PE-1.2.1.3,DARVIKARASARPAVISHA-TRUTIYAVISHAVEGAH,darvīkarasarpaviṣa-tr̥tīyaviṣavēgaḥ,दर्वीकरसर्पविष-तृतीयविषवेगः,third stage of darvikara snake poison ,wetness at bite site heaviness of body perspiration lacking sight,,Ayurveda
2342,2420,PE-1.2.1.4,DARVIKARASARPAVISHA-CATURTHAVISHAVEGAH,darvīkarasarpaviṣa-caturthaviṣavēgaḥ,दर्वीकरसर्पविष-चतुर्थविषवेगः,fourth stage of darvikara snake poison ,drowsiness/lassitude excessive salivation loosening /dislocation of joints Spitting/excess expectoration vomiting,,Ayurveda
